	Batf3	Bcl6	Bhlhe40	Creb3l1	Crem	Dot1l	Epas1	Fiz1	Fos	Fosb	Fosl2	Foxa1	Foxo1	Hey1	Hivep1	Ikzf3	Irf1	Jun	Junb	Jund	Kdm2b	Klf13	Klf2	Klf6	Lin54	Mafk	Mlxip	Nfat5	Nfkb1	Nfkb2	Nr1d1	Nr3c1	Nr4a2	Purb	Rora	Scrt1	Skil	Stat3	Stat5a	Thap3	Trafd1	Zbtb21	Zeb1	Zfp131	Zfp768	Zhx1
Lpar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37206	-0.71655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc20	0	0.81209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc49	0	-0.3045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94522	0	0	0	0.87817	0	0	0	0	0	0	0	0	0	0	0	0	0.47689	0	0	0	0	0	0	0	0
Lrrn2	0	0.90489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltb4r1	0	0.77664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69137	0	0.91144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly86	0.95347	0	0	0	0	0	0	0	0	0	0	-0.39148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66368	0	0	0	0	0	0	0	0	0	0	0	0.68898	0	0	0	0.61624	0	0	0	0	0	0	0	0	0
M6pr	0	-0.98035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70044	0	0.089436	0	0	0	0	0	0	0	0	0	0	0
Mafk	0	0	0	0	0	0.37021	0	0	0	0	0	0	0.03283	0	0	0	0	0	0	0.63066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59925	0	-0.97666	0	0	0	0	0	0	0	0	0	0	0
Maml1	0	0	0	0	0	0	0	0	0	0	0	0	0.16938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33478	0	0	0	0	0	0	0
Map3k1	0	0	0	0	0	0	0.27706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19526	0	0	0	0	0.6959	0	0	0	0	0	0.76639	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087473	0.48571	0.68501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk10	0.98406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64174	-0.70704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk2	0	-0.62602	0.26522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9027	0	0.34673	0	0	0	0.98406	0	0	0	0	0	0	0
Mapkapk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066656	0	0	0	0.4972	0	0	0	-0.74864	0	0	0	0	0	0	0.59983	0	0	0	0	-0.36797	0	0	0	0	0	0	0	0	0	0	0
Marcksl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95737	0	0	-0.59156	0	0	0	0	0	0	0	0	0	-0.98035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mb21d1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbp	0	-0.71591	0	0	0	0	0	0	0.72227	0.31014	0	0	0	0	0	0	0	0	0.88052	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.21602	0	-0.31242	0	0	0	0	0	0	0	0	0	0	0
Mcat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.21907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med13	0	0	0	0	0	0	0	0	0	0	0	0	0.022421	0	0.81631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90746	0	0	0
Megf9	0	0	0	0	0	0	0	0	0	0	0	0.84434	0	0	0	0	0	0.99084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84709	0	0	0	0	0	0	0	0	0	0	0
Mettl15	0	0	0	0	0	0	0	-0.44434	0	0	0	0	0	0	0	0	0	0	-0.33782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mex3c	0	0	0	0	0	0	0	0	-0.80335	0	0	0	0	0	0	0	0	0	0.93967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd6	0	0.87817	0	0	0	0	0	0	0	0	0	0	0	0	0.36663	0	0	-0.7137	0.52222	0	0	0	0	0	0	0	0	0	0	0.58163	0	0	0	0	0.022125	0	0	0	0	0	0	0	0	0	0	0
Mgat4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86396	-0.77364	0	0	0.31242	0	0	0	0	0	0	0	0	0	0	0	0	0.66918	0	0	0	0	0	0	0	0	0	0	0
Mgea5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74227	0	0.98665	0	0	0
Midn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlxip	0	0.29074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092895	0	0	0	0	0	-0.28475	0	0
Mmd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67703	0	0	0	0	0	0	0	0	0	0.971	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl3	0.24903	0.62485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39746	0.69882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27652	0	0	0	0	0	0	0	0	0	0	0
Mrpl30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50457	0	0	0	0	0	0	0	0	0	0
Mtif2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myd88	0	0	0	0	0	0	0	0	0	0	0	-0.66999	0	0.88403	0	0	0	0	-0.4448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.98724	0	0	0	0	0	0	0	0	0	0	0
Myo1e	0	0.58313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N6amt1	0	0.79844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26745	0	0	0	0	0	0	0	0	0	0	0
Nav2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67826	0	0	0	0	0	0	0	0	0	0	0
Nbea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncoa7	0	0	0	0	0	0	0	0	0	0	-0.25207	0	0	0	0	0	0.76973	0.09034	0	0	0	0	0	0	0	0.030508	0	0	0	0	0	0	0	0	0.97325	0	0	0	0.56681	0	0	0	0	0	0	0
Ncr1	0	0	0	0	0	0	0.90835	0	0	0	0	0	0	0	0	0.67451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfkb1	0	0	0	0	0	0	0	0	0	0	0	0.95737	0	0	0	0	0	0	0	0	0	-0.63118	0	0	0	0	0	0	0	0	0	0	0	0	0.043503	0	0	0	0	0	0	0	0	0	0	0
Nfkb2	0	0	0.048909	0	0.38718	0.80023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34006	0	0	0	0	0	0	0	0
Nfkbie	0	0	0.7106	0	0	0.12022	0	0	0	0	0	0	0	0	0.54765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nif3l1	0	0.85788	0	0	0	0	0	0	0	0	0	-0.7961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84883	0	0	0	0	0	0	0	0	0	0
Nmnat3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nos2	0	0	0	0	0	0	0	0	0	0	0	-0.88841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Notch2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69866	0	0	0	-0.1179	0	0	0	0	0	0	0	0	0.87817	0.83062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nptn	0	0	0	0	0	0	0	0	0	0	0	0	0.1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr1d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93027	0	0	0	0.91536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93691	0	0	0	0	0	0	0	0	0	0	0
Nr3c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr4a2	0	0.74886	0	0	0	0	0	0	0	0.91974	0.88654	0	0	0	0	-0.48225	0	0	0	0	0	0	0	-0.030508	0.58621	0	0	0	0	0	0	0	0	0	0	0	0.55707	0	0	0	0	0	0	0	0	0
Nrgn	0	-0.25146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87817	0	0	0	0	0	0	-0.37061	0	0	0	0	0	0	0	0
Nrp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oasl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odc1	0	0	0	0	0	0	0	0	0.91144	0	0	0	0	0	0	0	-0.81441	0.53208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55338	0	0	0	0	0	0	0	0	0
Osbpl8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.088906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Osbpl9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57234	0	0	0	0	0	0	0	0	0.74718	0	0
Otulin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96737	0	0	0	0	0	0	0	0	0	0	0	0	0
Pabpc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcf11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcyt1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73461	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65936	0.25312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde1c	0	0	0	0	0	0	0	0	0	0	0	0.92431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde4a	0	0.83648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde4b	0	0.6462	0	0	0	0	0	0	0	0	0	0	0	0	0.75254	0.25732	0	0.57186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89533	0	0	0	0	0	0	0	0	0	0
Pde4dip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95347	0	0	0	0	-0.3515	0	0	0	0	0	0	0	0	0	0	0
Pde7b	0	0	0	0	0	0	0	0	0	0	0	0.53535	0	0	0	0	0	0.27124	0	0	0	0	0	0	0	0	0	0	0	0	0.25347	0	0	0	0.93967	-0.38481	0	0	0	0	0	0	0	0	0	0
Peg13	0	0	0.79925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfkfb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31155	0	0	0	0	0	0	0	0	0.17879	0	0	0	0	-0.65859	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfkp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74319	0	0.028888	0.77364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87417	0	0	0	0	0	0	0	0	0	0	0
Pigl	0	-0.2637	0	0	0	0	0	0	0	0	0	0.76941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92777	0	0	0	0.92205	0	0	0	0	0	0	0	0	0	0	0
Pik3r5	0	0	0	0	0	0	0	0	0	0	0	0	0.083188	0	0	0	0	0	0	0	0	0	0.1421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pim1	0	-0.84224	0.30578	0	0.40986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37373	0	0	0	0	0	0.12359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pja1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47725	0	0	0	0	0
Plcxd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66634	0	0	0	0.8447	0	0	0	0	0	0	0	0	0	0	0	0	0.97945	0	0	0	0	0	0	0	0	0	0	0
Plek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8595	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95977	-0.29022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36641	0	0	-0.5911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92777	0	0	0	0	0	0	0
Plxdc2	0	-0.86315	0	0	0	0	0	0	0	0	0	0.16874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98249	0	0	0	0.91758	0	0	0	0	0	0	0	0	0	0	0
Poldip3	0	0	0	0	0	0	0	0.73637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppfia1	0	0	0	0	0	0.65757	0	0	0	0	0	0	0	0	0	0.30026	0	0.90076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94763	0	0	0	0	0	0	0	0	0	0	0
Ppm1k	0	0.050452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60305	0	0	0	0.76848	0	0	0	0	0	0	0	0	0	0	0
Ppp1r16b	-0.058461	0.90416	0.13395	0	0	0	0	0	-0.78189	0	0	0	0	0	0	0	0	0	0.31597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp3ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18316	-0.97546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pram1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99617	0	0	0	0.99545	0	0	0	0	0	0	0	0	0	0	0
Prkcb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91974	0	0	0	0	0	0	0	0	0	0.47778	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrc2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77234	0	0	0	0	0.98724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psd	0	0	0	0	0	0.96102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn22	0	0.9058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077314	-0.1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73523	0	0	0	0	0	0	0	0	0	0.98146	0	0.40696	0	0	0	0	0	0	0	0	0	0	0
Ptpn7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab11fip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94654	0.6717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab27a	0	0	0	0	0	0	0	0	0	0.21377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65972	0	0	0	0	0	0	0	0
Rab37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79702	0	0	0	0	-0.15513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95347	0	0	0	0	0	0	0	0	0	0.61745	0	0	0	0	0	0	0	0	0	0	0
Rabgef1	0	0	0.36549	0	0	0	0	0	0	0	0	0	0	0	0.67117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rai14	0	0	0	0	0	0	0	0	0	0	0	-0.66112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ramp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34327	0	0	0
Rasa2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66946	0.73171	0	0	0	0	0	0	0	0.62925	0	0	0
Rbm24	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
